seed,test_window_index,scale,router_weight
42,283,4,0.6557314991950989
42,284,1,0.2028834372758865
42,284,2,0.14455406367778778
42,284,4,0.6525624990463257
42,285,1,0.21413333714008329
42,285,2,0.15142346918582916
42,285,4,0.6344431042671204
42,286,1,0.2135678678750992
42,286,2,0.1510542780160904
42,286,4,0.6353778839111328
42,287,1,0.21387583017349243
42,287,2,0.15116102993488312
42,287,4,0.6349630951881409
42,288,1,0.2166449874639511
42,288,2,0.15268169343471527
42,288,4,0.6306732892990112
42,289,1,0.21451489627361295
42,289,2,0.15138781070709229
42,289,4,0.6340972781181335
42,290,1,0.2260238379240036
42,290,2,0.15727640688419342
42,290,4,0.6166998147964478
42,291,1,0.23239754140377045
42,291,2,0.15992781519889832
42,291,4,0.6076746582984924
42,292,1,0.23412150144577024
42,292,2,0.16057950258255005
42,292,4,0.6052990555763245
42,293,1,0.22174614667892456
42,293,2,0.15523786842823029
42,293,4,0.6230159997940063
42,294,1,0.2283176928758621
42,294,2,0.15796956419944763
42,294,4,0.6137126684188843
42,295,1,0.23867182433605197
42,295,2,0.1622156053781509
42,295,4,0.5991125702857971
42,296,1,0.24215705692768097
42,296,2,0.1635856181383133
42,296,4,0.5942573547363281
42,297,1,0.24948327243328092
42,297,2,0.16647717356681824
42,297,4,0.584039568901062
42,298,1,0.24304321408271787
42,298,2,0.16383418440818787
42,298,4,0.5931226015090942
42,299,1,0.23821496963500977
42,299,2,0.1617961823940277
42,299,4,0.59998881816864
42,300,1,0.2313273847103119
42,300,2,0.15889510512351987
42,300,4,0.6097774505615233
42,301,1,0.22218942642211917
42,301,2,0.15493331849575043
42,301,4,0.6228772401809692
42,302,1,0.22624029219150543
42,302,2,0.15660594403743744
42,302,4,0.6171537041664124
42,303,1,0.21864879131317136
42,303,2,0.15281136333942413
42,303,4,0.6285399198532104
42,304,1,0.2274624854326248
42,304,2,0.15698090195655823
42,304,4,0.6155565977096558
42,305,1,0.21827578544616696
42,305,2,0.15244664251804352
42,305,4,0.6292776465415955
42,306,1,0.2149069905281067
42,306,2,0.15039607882499695
42,306,4,0.6346969604492188
42,307,1,0.21761606633663175
42,307,2,0.15194375813007355
42,307,4,0.6304401159286499
42,308,1,0.2287811636924744
42,308,2,0.15729382634162903
42,308,4,0.613925039768219
42,309,1,0.7153668403625488
